hearing_id,statement_index,dom_id,speaker,speaker_type,statement,matched_groups,matched_terms,n_keyword_groups,matching_sentence_indices,n_matching_sentences,matching_sentences,quote_types,n_quote_types,quote_type_terms,quote_type_match,purely_procedural,substantive_quote_candidate
279611,772,6933616,Chris Ward,Legislator,"Thank you, Madam Speaker. Members, AB 2222 is the Community News Act, and it creates a targeted journalist employment tax credit to help local news organizations hire and retain reporters covering California communities. We all know that local journalism is in crisis. Thousands of newspapers have closed nationwide, newsroom staffing has collapsed, and too many communities are losing access to reliable local reporting.",bill_reference; local_news; journalists_reporters; news_organizations; employment_workforce; tax_credit; news_decline,AB 2222; Community News Act; local news; Community News; journalist; reporters; news organizations; employment; hire; retain; tax credit; local journalism; journalism; local reporting; newsroom; newspapers; newspapers have closed,7,2; 3; 4,3,"Members, AB 2222 is the Community News Act, and it creates a targeted journalist employment tax credit to help local news organizations hire and retain reporters covering California communities. We all know that local journalism is in crisis. Thousands of newspapers have closed nationwide, newsroom staffing has collapsed, and too many communities are losing access to reliable local reporting.",problem; information_value; community_coverage; jobs_workforce; policy_mechanism,5,"problem: closed, crisis, losing; information_value: reliable, reliable local reporting; community_coverage: covering; jobs_workforce: employment, hire, journalist, newsroom, reporters, retain, staffing; policy_mechanism: creates a targeted journalist employment tax credit, credit, tax credit",True,False,True
279611,773,6933617,Chris Ward,Legislator,"This bill invests directly in local journalism jobs, supporting reporters who are covering schools, local government, public safety, and community issues that Californians rely on every day. This is a content neutral, bipartisan approach focused on preserving local civic infrastructure and strengthening access to trustworthy community news. I respectfully ask for your aye vote.",local_news; journalists_reporters; employment_workforce,local journalism; reporters; journalism; jobs; community news,3,1; 2,2,"This bill invests directly in local journalism jobs, supporting reporters who are covering schools, local government, public safety, and community issues that Californians rely on every day. This is a content neutral, bipartisan approach focused on preserving local civic infrastructure and strengthening access to trustworthy community news.",civic_value; information_value; community_coverage; jobs_workforce; safeguards,5,"civic_value: civic infrastructure; information_value: trustworthy; community_coverage: community issues, covering, local government, public safety, schools; jobs_workforce: jobs, reporters; safeguards: content neutral",True,False,True
279611,828,6934351,Mia Bonta,Legislator,"And one of the things that was resoundingly clear was that people really wanted to be able to grow their own, be able to identify the places, particularly our community colleges, and make sure that they get leveraged and used to be able to make sure that we have the health care workers that we need to support our health care system. With that, I respectfully press your aye vote on this very important bill.",news_organizations,press,1,2,1,"With that, I respectfully press your aye vote on this very important bill.",,0,,False,False,False
279661,291,10331729,Chris Ward,Legislator,"It's the most important thing of the morning. I'd like to begin with AB 2222, if that's okay?",bill_reference,AB 2222,1,2,1,"I'd like to begin with AB 2222, if that's okay?",,0,,False,False,False
279661,293,10331732,Chris Ward,Legislator,"So today, local journalism is under attack from every direction. Newsrooms across California are shrinking, reporters are being laid off, community newspapers are closing, and trusted local voices are disappearing. At the same time, we are witnessing increasing political attacks on a free and independent press with efforts to undermine journalists, discredit credible reporting, and weaken the institutions that hold power accountable. When a newsroom closes, communities lose more than just headlines. They lose watchdogs, transparency, and access to reliable local information.",local_news; journalists_reporters; news_organizations,local journalism; journalism; reporters; Newsrooms; newspapers; journalists; press; newsroom,3,1; 2; 3; 4,4,"So today, local journalism is under attack from every direction. Newsrooms across California are shrinking, reporters are being laid off, community newspapers are closing, and trusted local voices are disappearing. At the same time, we are witnessing increasing political attacks on a free and independent press with efforts to undermine journalists, discredit credible reporting, and weaken the institutions that hold power accountable. When a newsroom closes, communities lose more than just headlines.",problem; civic_value; information_value; jobs_workforce; policy_design; safeguards,6,"problem: closing, disappearing, shrinking, under attack; civic_value: hold power accountable, watchdogs; information_value: credible reporting, local information, reliable, trusted; jobs_workforce: journalists, newsroom, reporters; policy_design: independent; safeguards: transparency",True,False,True
279661,294,10331733,Chris Ward,Legislator,"Local journal - excuse me, local journalists are often the only people attending city council meetings, school board meetings, and covering the issue, issues that directly affect Californians. So, AB 2222 is about investing in that public good. The bill establishes a targeted temporary tax credit to help local news organizations retain existing journalists, hire new reporters, and expand local coverage across California.",local_news; journalists_reporters; bill_reference; news_organizations; employment_workforce; tax_credit,local journalists; journalists; AB 2222; local news; reporters; news organizations; hire; retain; tax credit,6,1; 2; 3,3,"Local journal - excuse me, local journalists are often the only people attending city council meetings, school board meetings, and covering the issue, issues that directly affect Californians. So, AB 2222 is about investing in that public good. The bill establishes a targeted temporary tax credit to help local news organizations retain existing journalists, hire new reporters, and expand local coverage across California.",civic_value; community_coverage; jobs_workforce; policy_mechanism,4,"civic_value: public good; community_coverage: city council, coverage, covering, school, school board; jobs_workforce: hire, journalists, reporters, retain; policy_mechanism: credit, establishes a targeted temporary tax credit, tax credit",True,False,True
279661,295,10331734,Chris Ward,Legislator,"The latest amendments further strengthen the measure by expanding support to part time journalists, recognizing sole proprietors who operate local news outlets, and ensure that the credit reaches a broad range of local print, digital broadcast, and non profit news organizations that serve California communities.",local_news; journalists_reporters; news_organizations; employment_workforce,local news; journalists; news organizations; news outlets; part time,4,1,1,"The latest amendments further strengthen the measure by expanding support to part time journalists, recognizing sole proprietors who operate local news outlets, and ensure that the credit reaches a broad range of local print, digital broadcast, and non profit news organizations that serve California communities.",jobs_workforce; policy_mechanism; policy_design,3,"jobs_workforce: journalists, sole proprietors; policy_mechanism: credit; policy_design: broadcast, digital, part time, print, sole proprietors",True,False,True
279661,296,10331735,Chris Ward,Legislator,"The bill also includes a strong accountability measure. Eligible organizations must publicly disclose ownership of governance, maintain correct... maintain corrections policies, carry media liability insurance, and cannot be controlled by political organizations or 501 c4 advocacy groups. These safeguards ensure that taxpayer dollars support independent community focused journalism, not political propaganda. At a time when misinformation is spreading and trusted local news is disappearing, California has an opportunity to invest in one of the cornerstones of our democracy.",journalists_reporters; local_news; civic_effects; information_effects,journalism; local news; democracy; misinformation,4,4; 5,2,"These safeguards ensure that taxpayer dollars support independent community focused journalism, not political propaganda. At a time when misinformation is spreading and trusted local news is disappearing, California has an opportunity to invest in one of the cornerstones of our democracy.",problem; civic_value; information_value; policy_mechanism; policy_design; safeguards,6,"problem: disappearing; civic_value: accountability, democracy; information_value: misinformation, trusted; policy_mechanism: invest in; policy_design: eligible, independent; safeguards: 501 c4, corrections, governance, media liability, ownership, political organizations",True,False,True
279661,297,10331736,Chris Ward,Legislator,"With me to speak in support of the Community News Act, we have Jeff Knox, from, TTWN in San Francisco representing SAG-AFTRA and former Senator Steve Glazer.",bill_reference; local_news,Community News Act; Community News,2,1,1,"With me to speak in support of the Community News Act, we have Jeff Knox, from, TTWN in San Francisco representing SAG-AFTRA and former Senator Steve Glazer.",,0,,False,False,False
279661,313,10331754,Timothy Grayson,Legislator,"Mister Chair, thank you very much. And to Assemblymember Ward, one of the greatest compliments I ever had in this building was when I was called Assemblymember Ward. Yes. So, having said that, just a clarification on a qualified journalist.",journalists_reporters,journalist,1,4,1,"So, having said that, just a clarification on a qualified journalist.",jobs_workforce; policy_design,2,jobs_workforce: journalist; policy_design: qualified,True,False,True
279661,314,10331755,Timothy Grayson,Legislator,"If I understand it correctly, according to the bill analysis, the qualified journalist would be one that is working for a - that is a network or a news agency?",journalists_reporters,journalist,1,1,1,"If I understand it correctly, according to the bill analysis, the qualified journalist would be one that is working for a - that is a network or a news agency?",jobs_workforce; policy_design,2,jobs_workforce: journalist; policy_design: qualified,True,False,True
279661,315,10331756,Chris Ward,Legislator,"I believe so too. I know that we're taking a clarifying amendment, of course, to point out that a qualified journalist would reside in the state, would be a resident of the state.",journalists_reporters,journalist,1,2,1,"I know that we're taking a clarifying amendment, of course, to point out that a qualified journalist would reside in the state, would be a resident of the state.",jobs_workforce; policy_design,2,"jobs_workforce: journalist; policy_design: qualified, resident",True,False,True
279661,319,10331760,Chris Ward,Legislator,We'll double check on that and if that that is confusing. That's a part-time journalist for qualifying part time. Does it have a minimum number of hours?,journalists_reporters; employment_workforce,journalist; part-time; part time,2,2,1,That's a part-time journalist for qualifying part time.,jobs_workforce; policy_design,2,"jobs_workforce: journalist; policy_design: minimum number of hours, part time, part-time, qualifying",True,False,True
279661,322,10331763,Timothy Grayson,Legislator,"It's important for me because you just I think you used the, one of the witnesses here, used the word multiple times: quality. And that's what I know you aspire for, and that's quality journalism. And so that's important to me to make sure that we're getting the right information, and exactly what you're trying to accomplish, and making sure that the biases are not in there. They're literally laying out the truth, and accurate information. I also wanna just thank my predecessor, for his great work on this.",journalists_reporters,journalism,1,2,1,"And that's what I know you aspire for, and that's quality journalism.",,0,,False,False,False
279661,328,10331769,Jerry McNerney,Legislator,"And it's clear that, journalism isn't in decline. A lot of reasons beside behind this, I think, automation and, artificial intelligence are are gonna be making it even more difficult. So, we need to take whatever steps we can. And I wanna just put for the record, Assemblymember, are you accepting the committee amendments? Yes.",journalists_reporters,journalism,1,1,1,"And it's clear that, journalism isn't in decline.",problem; ai_technology,2,"problem: decline; ai_technology: artificial intelligence, automation",True,False,True
279661,330,10331771,Chris Ward,Legislator,"I would just say, again, thank you for your time and consideration and all the hard work on this bill. Ultimately, this is both a jobs bill and a democracy bill. We are witnessing in real time the closure of stations that serve broad regions of our state with that trusted local news.",local_news,local news,1,3,1,We are witnessing in real time the closure of stations that serve broad regions of our state with that trusted local news.,problem; civic_value; information_value; jobs_workforce,4,problem: closure; civic_value: democracy; information_value: trusted; jobs_workforce: jobs,True,False,True
279661,682,10332181,Jerry McNerney,Legislator,"The vote is 4-0. The bill is out. Next, we have file item number 11, AB 2222 by Assembly Member Ward.",bill_reference,AB 2222,1,3,1,"Next, we have file item number 11, AB 2222 by Assembly Member Ward.",,0,,False,True,False
280019,1055,16793281,Akilah Weber Pierson,Legislator,"Ayes, 32. No, zero. The measure passes. We'll move now to file item 139, AB 2222. Secretary, please read.",bill_reference,AB 2222,1,4,1,"We'll move now to file item 139, AB 2222.",,0,,False,True,False
280019,1057,16793284,Jerry McNerney,Legislator,"Thank you, Madam president, distinguished colleagues. AB 2222 from Assemblymember Ward provides a lifeline to California's struggling local news outlets by creating a refundable tax credit to help them retain existing journalists and to hire new reporters.",bill_reference; local_news; journalists_reporters; news_organizations; employment_workforce; tax_credit,AB 2222; local news; journalists; reporters; news outlets; hire; retain; tax credit; refundable tax credit,6,2,1,AB 2222 from Assemblymember Ward provides a lifeline to California's struggling local news outlets by creating a refundable tax credit to help them retain existing journalists and to hire new reporters.,problem; jobs_workforce; policy_mechanism,3,"problem: struggling; jobs_workforce: hire, journalists, reporters, retain; policy_mechanism: creating a refundable tax credit, credit, refundable tax credit, tax credit",True,False,True
280019,1058,17069052,Jerry McNerney,Legislator,"Importantly, this program is available to qualifying local news outlets regardless of their political perspectives. This bill does not tell journalists what to cover or allow the state to pick winners or losers. Period.",local_news; news_organizations; journalists_reporters,local news; news outlets; journalists,3,1; 2,2,"Importantly, this program is available to qualifying local news outlets regardless of their political perspectives. This bill does not tell journalists what to cover or allow the state to pick winners or losers.",community_coverage; jobs_workforce; policy_design; safeguards,4,"community_coverage: cover; jobs_workforce: journalists; policy_design: qualifying; safeguards: political perspectives, winners or losers",True,False,True
280019,1059,16793285,Jerry McNerney,Legislator,"Outlets qualify by meeting objective standards focused on legitimate local journalism. Recent amendments strengthen the bill by extending, by ensuring nonprofit newsrooms can fully benefit from the refundable credit at a time when local newspapers are closing.",local_news; journalists_reporters; news_organizations; tax_credit; nonprofit_small_outlets,local journalism; journalism; local newspapers; newsrooms; newspapers; refundable credit; nonprofit,5,1; 2,2,"Outlets qualify by meeting objective standards focused on legitimate local journalism. Recent amendments strengthen the bill by extending, by ensuring nonprofit newsrooms can fully benefit from the refundable credit at a time when local newspapers are closing.",problem; policy_mechanism; policy_design; safeguards,4,"problem: closing; policy_mechanism: credit; policy_design: nonprofit, qualify; safeguards: objective standards",True,False,True
280019,1060,17070279,Jerry McNerney,Legislator,"And we've all seen these local newspapers closing in our districts. They're being forced to do so with few reporters. AB 2222 markets a targeted investment in the people who will cover our cities, schools, neighborhoods, and communities.",local_news; news_organizations; journalists_reporters; bill_reference,local newspapers; newspapers; reporters; AB 2222,4,1; 2; 3,3,"And we've all seen these local newspapers closing in our districts. They're being forced to do so with few reporters. AB 2222 markets a targeted investment in the people who will cover our cities, schools, neighborhoods, and communities.",problem; community_coverage; jobs_workforce; policy_mechanism,4,"problem: closing; community_coverage: cover, neighborhoods, schools; jobs_workforce: reporters; policy_mechanism: investment",True,False,True
280019,1061,16793286,Jerry McNerney,Legislator,"The bill will keep a local journalist on the job and ensure Californians continue to have access to reliable information about their communities. If you rely on your local journalists, you'll wanna support this one. On behalf of Assemblymember Ward, I respectfully ask for an aye vote.",local_news; journalists_reporters; information_effects; employment_workforce,local journalist; journalist; reliable information; job; local journalists; journalists,4,1; 2,2,"The bill will keep a local journalist on the job and ensure Californians continue to have access to reliable information about their communities. If you rely on your local journalists, you'll wanna support this one.",information_value; jobs_workforce,2,"information_value: reliable; jobs_workforce: job, journalist, journalists",True,False,True
280028,89,17161050,Josh Lowenthal,Legislator,"Thank you, Assembly Member Irwin. All debate having ceased. Clerk will open the roll. All Members vote who desire to vote. All Members vote who desire to vote. All Members vote who desire to vote. Clerk will close the roll, tally the votes. Ayes 66, noes zero. Senate amendments are concurred in. File item 44 is AB 2222 by Assembly Member Ward. This is a 54 vote bill. The clerk will read.",bill_reference,AB 2222,1,10,1,File item 44 is AB 2222 by Assembly Member Ward.,,0,,False,True,False
280028,91,17161054,Chris Ward,Legislator,"Thank you, Mister speaker. Pleased that AB 2222, a community news act is back for concurrence and Senate amendments. These amendments strengthen and refine the bill while preserving its core purpose to support local journalism and the reporters who keep our communities informed. Most importantly, the amendments ensure that nonprofit news organizations, including qualified public broadcasters, can benefit from the refundable credit.",bill_reference; local_news; journalists_reporters; news_organizations; tax_credit; nonprofit_small_outlets,AB 2222; community news act; community news; local journalism; reporters; journalism; news organizations; refundable credit; nonprofit,6,2; 3; 4,3,"Pleased that AB 2222, a community news act is back for concurrence and Senate amendments. These amendments strengthen and refine the bill while preserving its core purpose to support local journalism and the reporters who keep our communities informed. Most importantly, the amendments ensure that nonprofit news organizations, including qualified public broadcasters, can benefit from the refundable credit.",jobs_workforce; policy_mechanism; policy_design,3,"jobs_workforce: reporters; policy_mechanism: credit, support local journalism; policy_design: nonprofit, qualified",True,False,True
