hearing_id,statement_index,dom_id,speaker,speaker_type,statement,bill,bill_segment_start,bill_segment_end,ab2222_reference,statement_type,sentence_index,sentence,matched_groups,matched_terms,n_keyword_groups,keyword_match,context_relevant
279175,181,5216849,Unidentified Speaker,Person,"Fewer voters are following committee hearings like this one. When a town loses a local reporter, it affects all of us. The Communities Act is based on similar laws recently enacted in Illinois, New York, and New Mexico with broad support from lawmakers and local news stakeholders. It's carefully designed first amendment friendly approach that doesn't require program administrators to pick winners and losers in a way that could risk the editorial independence of our local news outlets.",AB 2222,169,287,False,non_legislator,2,"When a town loses a local reporter, it affects all of us.",local_news; journalists_reporters,local reporter; reporter,2,True,True
279175,181,5216849,Unidentified Speaker,Person,"Fewer voters are following committee hearings like this one. When a town loses a local reporter, it affects all of us. The Communities Act is based on similar laws recently enacted in Illinois, New York, and New Mexico with broad support from lawmakers and local news stakeholders. It's carefully designed first amendment friendly approach that doesn't require program administrators to pick winners and losers in a way that could risk the editorial independence of our local news outlets.",AB 2222,169,287,False,non_legislator,3,"The Communities Act is based on similar laws recently enacted in Illinois, New York, and New Mexico with broad support from lawmakers and local news stakeholders.",local_news,local news,1,True,True
279175,181,5216849,Unidentified Speaker,Person,"Fewer voters are following committee hearings like this one. When a town loses a local reporter, it affects all of us. The Communities Act is based on similar laws recently enacted in Illinois, New York, and New Mexico with broad support from lawmakers and local news stakeholders. It's carefully designed first amendment friendly approach that doesn't require program administrators to pick winners and losers in a way that could risk the editorial independence of our local news outlets.",AB 2222,169,287,False,non_legislator,4,It's carefully designed first amendment friendly approach that doesn't require program administrators to pick winners and losers in a way that could risk the editorial independence of our local news outlets.,local_news; news_organizations; editorial_independence,local news; news outlets; editorial independence,3,True,True
279175,182,5216850,Unidentified Speaker,Person,"Community News Act has been endorsed by a coalition that includes local independent news outlets, unionized news workers, journalism educators, and ethnic media. We're We're also currently engaging other stakeholders on technical feedback to ensure this approach can be accessed equitably across the whole ecosystem. We respectfully encourage your aye vote.",AB 2222,169,287,True,non_legislator,1,"Community News Act has been endorsed by a coalition that includes local independent news outlets, unionized news workers, journalism educators, and ethnic media.",bill_reference; local_news; journalists_reporters; news_organizations; employment_workforce; editorial_independence,Community News Act; Community News; journalism; news outlets; workers; independent news,6,True,True
279175,185,5216853,Bob Butler,Person,"I bring you greetings from our president, Sean Astin. You may know better as Rudy or Sam from Lord of the Rings. I'm here, on behalf of my union's a 160,000 members, many of whom are broadcast journalists like me, who will see the value of doing what needs to be done to ensure a thriving future for the journalism profession. I became a journalist because I believe the public has the right to know what's going on in their communities, the nation, and the world. I also believe strongly in the importance of speaking truth to power.",AB 2222,169,287,False,non_legislator,3,"I'm here, on behalf of my union's a 160,000 members, many of whom are broadcast journalists like me, who will see the value of doing what needs to be done to ensure a thriving future for the journalism profession.",journalists_reporters,journalists; journalism,1,True,True
279175,185,5216853,Bob Butler,Person,"I bring you greetings from our president, Sean Astin. You may know better as Rudy or Sam from Lord of the Rings. I'm here, on behalf of my union's a 160,000 members, many of whom are broadcast journalists like me, who will see the value of doing what needs to be done to ensure a thriving future for the journalism profession. I became a journalist because I believe the public has the right to know what's going on in their communities, the nation, and the world. I also believe strongly in the importance of speaking truth to power.",AB 2222,169,287,False,non_legislator,4,"I became a journalist because I believe the public has the right to know what's going on in their communities, the nation, and the world.",journalists_reporters,journalist,1,True,True
279175,187,5216855,Bob Butler,Person,"Not to mention the harm unchecked AI and social media platforms have done to divert Internet traffic toward polarizing and unreliable content. When you ask people who they trust more, the local journalists or the national journalists, local journalists went out every time. I've been in this business for nearly fifty years. I spent forty two years at KCBS radio in San Francisco. I've never seen professional journalists encountered so many colossal threats to their professions and their selves as they have beginning in 2015 and even more so since January.",AB 2222,169,287,False,non_legislator,2,"When you ask people who they trust more, the local journalists or the national journalists, local journalists went out every time.",local_news; journalists_reporters,local journalists; journalists,2,True,True
279175,187,5216855,Bob Butler,Person,"Not to mention the harm unchecked AI and social media platforms have done to divert Internet traffic toward polarizing and unreliable content. When you ask people who they trust more, the local journalists or the national journalists, local journalists went out every time. I've been in this business for nearly fifty years. I spent forty two years at KCBS radio in San Francisco. I've never seen professional journalists encountered so many colossal threats to their professions and their selves as they have beginning in 2015 and even more so since January.",AB 2222,169,287,False,non_legislator,5,I've never seen professional journalists encountered so many colossal threats to their professions and their selves as they have beginning in 2015 and even more so since January.,journalists_reporters,journalists,1,True,True
279175,188,5216856,Bob Butler,Person,"A bill like Assemblymember Awards AB 2222 never been more urgent. Let's incentivize the hiring of professional journalists. If it were those employers who hire local journalists to their staffs, let's all be a part of this valuable investment into safeguarding democracy and the community level. A job attention credit is a small price to pay during a time when access to factual information is under threat. Let's arm our democracy and preserve our community's unfreetted access to information. I encourage you to put AB 2222 across the finish line, and don't keep us in suspense too long. Bob Butler, KCBS in Sacramento.",AB 2222,169,287,True,non_legislator,1,A bill like Assemblymember Awards AB 2222 never been more urgent.,bill_reference,AB 2222,1,True,True
279175,188,5216856,Bob Butler,Person,"A bill like Assemblymember Awards AB 2222 never been more urgent. Let's incentivize the hiring of professional journalists. If it were those employers who hire local journalists to their staffs, let's all be a part of this valuable investment into safeguarding democracy and the community level. A job attention credit is a small price to pay during a time when access to factual information is under threat. Let's arm our democracy and preserve our community's unfreetted access to information. I encourage you to put AB 2222 across the finish line, and don't keep us in suspense too long. Bob Butler, KCBS in Sacramento.",AB 2222,169,287,True,non_legislator,2,Let's incentivize the hiring of professional journalists.,journalists_reporters; employment_workforce,journalists; hiring,2,True,True
279175,188,5216856,Bob Butler,Person,"A bill like Assemblymember Awards AB 2222 never been more urgent. Let's incentivize the hiring of professional journalists. If it were those employers who hire local journalists to their staffs, let's all be a part of this valuable investment into safeguarding democracy and the community level. A job attention credit is a small price to pay during a time when access to factual information is under threat. Let's arm our democracy and preserve our community's unfreetted access to information. I encourage you to put AB 2222 across the finish line, and don't keep us in suspense too long. Bob Butler, KCBS in Sacramento.",AB 2222,169,287,True,non_legislator,3,"If it were those employers who hire local journalists to their staffs, let's all be a part of this valuable investment into safeguarding democracy and the community level.",local_news; journalists_reporters; civic_effects; employment_workforce,local journalists; journalists; democracy; hire,4,True,True
279175,188,5216856,Bob Butler,Person,"A bill like Assemblymember Awards AB 2222 never been more urgent. Let's incentivize the hiring of professional journalists. If it were those employers who hire local journalists to their staffs, let's all be a part of this valuable investment into safeguarding democracy and the community level. A job attention credit is a small price to pay during a time when access to factual information is under threat. Let's arm our democracy and preserve our community's unfreetted access to information. I encourage you to put AB 2222 across the finish line, and don't keep us in suspense too long. Bob Butler, KCBS in Sacramento.",AB 2222,169,287,True,non_legislator,6,"I encourage you to put AB 2222 across the finish line, and don't keep us in suspense too long.",bill_reference,AB 2222,1,True,True
279175,189,5216857,Mike Gipson,Legislator,"I love it. Thank you very much. Anyone in the room wishing to speak in support of AB 2222, please come to the microphone, your name, your organization, and this is support.",AB 2222,169,287,True,procedural,3,"Anyone in the room wishing to speak in support of AB 2222, please come to the microphone, your name, your organization, and this is support.",bill_reference,AB 2222,1,True,True
279175,193,5216861,Sharon Quirk-Silva,Legislator,"Not only do I support this, but all of the efforts that I know that you are moving forward related to journalism. We are in a new frontier as we think about journalism, but journalism is one of the last communication efforts that's based on facts. And with streaming, with blogs and posts and social media, it's becoming harder and harder for the public to understand what's real and what's not real. And at every turn, we see the shrinking of our, as we said, news newspapers.",AB 2222,169,287,False,substantive,1,"Not only do I support this, but all of the efforts that I know that you are moving forward related to journalism.",journalists_reporters,journalism,1,True,True
279175,193,5216861,Sharon Quirk-Silva,Legislator,"Not only do I support this, but all of the efforts that I know that you are moving forward related to journalism. We are in a new frontier as we think about journalism, but journalism is one of the last communication efforts that's based on facts. And with streaming, with blogs and posts and social media, it's becoming harder and harder for the public to understand what's real and what's not real. And at every turn, we see the shrinking of our, as we said, news newspapers.",AB 2222,169,287,False,substantive,2,"We are in a new frontier as we think about journalism, but journalism is one of the last communication efforts that's based on facts.",journalists_reporters,journalism,1,True,True
279175,193,5216861,Sharon Quirk-Silva,Legislator,"Not only do I support this, but all of the efforts that I know that you are moving forward related to journalism. We are in a new frontier as we think about journalism, but journalism is one of the last communication efforts that's based on facts. And with streaming, with blogs and posts and social media, it's becoming harder and harder for the public to understand what's real and what's not real. And at every turn, we see the shrinking of our, as we said, news newspapers.",AB 2222,169,287,False,substantive,4,"And at every turn, we see the shrinking of our, as we said, news newspapers.",news_organizations,newspapers,1,True,True
279175,194,5216862,Sharon Quirk-Silva,Legislator,"One of the things as a former teacher, we can look to literacy and understand that many of us grew up with newspapers coming to our homes, not just newspapers, but maybe magazines, this type of information. And as was stated in your remarks, slowly but surely, we have seen all of these communication pieces pretty much wiped out. And so we wonder why young kids and families who might have gone to the doctors and picked up a magazine and read it with their parents or a newspaper that those conversations aren't happening.",AB 2222,169,287,False,substantive,1,"One of the things as a former teacher, we can look to literacy and understand that many of us grew up with newspapers coming to our homes, not just newspapers, but maybe magazines, this type of information.",news_organizations,newspapers,1,True,True
279175,194,5216862,Sharon Quirk-Silva,Legislator,"One of the things as a former teacher, we can look to literacy and understand that many of us grew up with newspapers coming to our homes, not just newspapers, but maybe magazines, this type of information. And as was stated in your remarks, slowly but surely, we have seen all of these communication pieces pretty much wiped out. And so we wonder why young kids and families who might have gone to the doctors and picked up a magazine and read it with their parents or a newspaper that those conversations aren't happening.",AB 2222,169,287,False,substantive,3,And so we wonder why young kids and families who might have gone to the doctors and picked up a magazine and read it with their parents or a newspaper that those conversations aren't happening.,news_organizations,newspaper,1,True,True
279175,200,5216868,Mike Gipson,Legislator,"Great. With that, I just have one quick question for you, mister Ward. Why is the, the credit a fixed amount instead of a percentage amount for the wages for new hire journalists?",AB 2222,169,287,False,substantive,3,"Why is the, the credit a fixed amount instead of a percentage amount for the wages for new hire journalists?",journalists_reporters; employment_workforce,journalists; hire; new hire; wages,2,True,True
279175,202,5216870,Chris Ward,Legislator,"Yes. This is similar to the law that was first enacted in Illinois. We have in our ecosystem, the majority of local news outlets are very small local news outlets, and part of their spending is on freelance, which is not covered by this bill. So part of the part of the amounts are to reflect the reality for those organizations that when they hire an actual staffer, it it may not reflect the full extent of their spending.",AB 2222,169,287,False,substantive,3,"We have in our ecosystem, the majority of local news outlets are very small local news outlets, and part of their spending is on freelance, which is not covered by this bill.",local_news; news_organizations,local news; news outlets,2,True,True
279175,204,5216872,Chris Ward,Legislator,"Thank you, Mr. Chair, members. Thank you for the support of comments. I'm very happy to have another co author coming out of this committee, should this bill come out of this committee. You know, I think that we all very deeply appreciate the value of local news that we have, whether it's our kids growing up on the educational programming, family friendly content that we're able to produce, historical art of, exposes, are very specific to your local community.",AB 2222,169,287,False,substantive,4,"You know, I think that we all very deeply appreciate the value of local news that we have, whether it's our kids growing up on the educational programming, family friendly content that we're able to produce, historical art of, exposes, are very specific to your local community.",local_news,local news,1,True,True
279175,209,5216877,Bob Butler,Person,"Sure. Can I add one thing? As a journalist, you can go ahead and put more money in there, not just 20,000.",AB 2222,169,287,False,non_legislator,3,"As a journalist, you can go ahead and put more money in there, not just 20,000.",journalists_reporters,journalist,1,True,True
279611,772,6933616,Chris Ward,Legislator,"Thank you, Madam Speaker. Members, AB 2222 is the Community News Act, and it creates a targeted journalist employment tax credit to help local news organizations hire and retain reporters covering California communities. We all know that local journalism is in crisis. Thousands of newspapers have closed nationwide, newsroom staffing has collapsed, and too many communities are losing access to reliable local reporting.",AB 2222,769,1659,True,substantive,2,"Members, AB 2222 is the Community News Act, and it creates a targeted journalist employment tax credit to help local news organizations hire and retain reporters covering California communities.",bill_reference; local_news; journalists_reporters; news_organizations; employment_workforce; tax_credit,AB 2222; Community News Act; local news; Community News; journalist; reporters; news organizations; employment; hire; retain; tax credit,6,True,True
279611,772,6933616,Chris Ward,Legislator,"Thank you, Madam Speaker. Members, AB 2222 is the Community News Act, and it creates a targeted journalist employment tax credit to help local news organizations hire and retain reporters covering California communities. We all know that local journalism is in crisis. Thousands of newspapers have closed nationwide, newsroom staffing has collapsed, and too many communities are losing access to reliable local reporting.",AB 2222,769,1659,True,substantive,3,We all know that local journalism is in crisis.,local_news; journalists_reporters,local journalism; journalism,2,True,True
279611,772,6933616,Chris Ward,Legislator,"Thank you, Madam Speaker. Members, AB 2222 is the Community News Act, and it creates a targeted journalist employment tax credit to help local news organizations hire and retain reporters covering California communities. We all know that local journalism is in crisis. Thousands of newspapers have closed nationwide, newsroom staffing has collapsed, and too many communities are losing access to reliable local reporting.",AB 2222,769,1659,True,substantive,4,"Thousands of newspapers have closed nationwide, newsroom staffing has collapsed, and too many communities are losing access to reliable local reporting.",local_news; news_organizations; news_decline,local reporting; newsroom; newspapers; newspapers have closed,3,True,True
279611,773,6933617,Chris Ward,Legislator,"This bill invests directly in local journalism jobs, supporting reporters who are covering schools, local government, public safety, and community issues that Californians rely on every day. This is a content neutral, bipartisan approach focused on preserving local civic infrastructure and strengthening access to trustworthy community news. I respectfully ask for your aye vote.",AB 2222,769,1659,False,substantive,1,"This bill invests directly in local journalism jobs, supporting reporters who are covering schools, local government, public safety, and community issues that Californians rely on every day.",local_news; journalists_reporters; employment_workforce,local journalism; reporters; journalism; jobs,3,True,True
279611,773,6933617,Chris Ward,Legislator,"This bill invests directly in local journalism jobs, supporting reporters who are covering schools, local government, public safety, and community issues that Californians rely on every day. This is a content neutral, bipartisan approach focused on preserving local civic infrastructure and strengthening access to trustworthy community news. I respectfully ask for your aye vote.",AB 2222,769,1659,False,substantive,2,"This is a content neutral, bipartisan approach focused on preserving local civic infrastructure and strengthening access to trustworthy community news.",local_news,community news,1,True,True
279611,828,6934351,Mia Bonta,Legislator,"And one of the things that was resoundingly clear was that people really wanted to be able to grow their own, be able to identify the places, particularly our community colleges, and make sure that they get leveraged and used to be able to make sure that we have the health care workers that we need to support our health care system. With that, I respectfully press your aye vote on this very important bill.",AB 2222,769,1659,False,substantive,2,"With that, I respectfully press your aye vote on this very important bill.",news_organizations,press,1,True,True
279661,291,10331729,Chris Ward,Legislator,"It's the most important thing of the morning. I'd like to begin with AB 2222, if that's okay?",AB 2222,288,691,True,unclear,2,"I'd like to begin with AB 2222, if that's okay?",bill_reference,AB 2222,1,True,True
279661,293,10331732,Chris Ward,Legislator,"So today, local journalism is under attack from every direction. Newsrooms across California are shrinking, reporters are being laid off, community newspapers are closing, and trusted local voices are disappearing. At the same time, we are witnessing increasing political attacks on a free and independent press with efforts to undermine journalists, discredit credible reporting, and weaken the institutions that hold power accountable. When a newsroom closes, communities lose more than just headlines. They lose watchdogs, transparency, and access to reliable local information.",AB 2222,288,691,False,substantive,1,"So today, local journalism is under attack from every direction.",local_news; journalists_reporters,local journalism; journalism,2,True,True
279661,293,10331732,Chris Ward,Legislator,"So today, local journalism is under attack from every direction. Newsrooms across California are shrinking, reporters are being laid off, community newspapers are closing, and trusted local voices are disappearing. At the same time, we are witnessing increasing political attacks on a free and independent press with efforts to undermine journalists, discredit credible reporting, and weaken the institutions that hold power accountable. When a newsroom closes, communities lose more than just headlines. They lose watchdogs, transparency, and access to reliable local information.",AB 2222,288,691,False,substantive,2,"Newsrooms across California are shrinking, reporters are being laid off, community newspapers are closing, and trusted local voices are disappearing.",journalists_reporters; news_organizations,reporters; Newsrooms; newspapers,2,True,True
279661,293,10331732,Chris Ward,Legislator,"So today, local journalism is under attack from every direction. Newsrooms across California are shrinking, reporters are being laid off, community newspapers are closing, and trusted local voices are disappearing. At the same time, we are witnessing increasing political attacks on a free and independent press with efforts to undermine journalists, discredit credible reporting, and weaken the institutions that hold power accountable. When a newsroom closes, communities lose more than just headlines. They lose watchdogs, transparency, and access to reliable local information.",AB 2222,288,691,False,substantive,3,"At the same time, we are witnessing increasing political attacks on a free and independent press with efforts to undermine journalists, discredit credible reporting, and weaken the institutions that hold power accountable.",journalists_reporters; news_organizations,journalists; press,2,True,True
279661,293,10331732,Chris Ward,Legislator,"So today, local journalism is under attack from every direction. Newsrooms across California are shrinking, reporters are being laid off, community newspapers are closing, and trusted local voices are disappearing. At the same time, we are witnessing increasing political attacks on a free and independent press with efforts to undermine journalists, discredit credible reporting, and weaken the institutions that hold power accountable. When a newsroom closes, communities lose more than just headlines. They lose watchdogs, transparency, and access to reliable local information.",AB 2222,288,691,False,substantive,4,"When a newsroom closes, communities lose more than just headlines.",news_organizations,newsroom,1,True,True
279661,294,10331733,Chris Ward,Legislator,"Local journal - excuse me, local journalists are often the only people attending city council meetings, school board meetings, and covering the issue, issues that directly affect Californians. So, AB 2222 is about investing in that public good. The bill establishes a targeted temporary tax credit to help local news organizations retain existing journalists, hire new reporters, and expand local coverage across California.",AB 2222,288,691,True,substantive,1,"Local journal - excuse me, local journalists are often the only people attending city council meetings, school board meetings, and covering the issue, issues that directly affect Californians.",local_news; journalists_reporters,local journalists; journalists,2,True,True
279661,294,10331733,Chris Ward,Legislator,"Local journal - excuse me, local journalists are often the only people attending city council meetings, school board meetings, and covering the issue, issues that directly affect Californians. So, AB 2222 is about investing in that public good. The bill establishes a targeted temporary tax credit to help local news organizations retain existing journalists, hire new reporters, and expand local coverage across California.",AB 2222,288,691,True,substantive,2,"So, AB 2222 is about investing in that public good.",bill_reference,AB 2222,1,True,True
279661,294,10331733,Chris Ward,Legislator,"Local journal - excuse me, local journalists are often the only people attending city council meetings, school board meetings, and covering the issue, issues that directly affect Californians. So, AB 2222 is about investing in that public good. The bill establishes a targeted temporary tax credit to help local news organizations retain existing journalists, hire new reporters, and expand local coverage across California.",AB 2222,288,691,True,substantive,3,"The bill establishes a targeted temporary tax credit to help local news organizations retain existing journalists, hire new reporters, and expand local coverage across California.",local_news; journalists_reporters; news_organizations; employment_workforce; tax_credit,local news; journalists; reporters; news organizations; hire; retain; tax credit,5,True,True
279661,295,10331734,Chris Ward,Legislator,"The latest amendments further strengthen the measure by expanding support to part time journalists, recognizing sole proprietors who operate local news outlets, and ensure that the credit reaches a broad range of local print, digital broadcast, and non profit news organizations that serve California communities.",AB 2222,288,691,False,substantive,1,"The latest amendments further strengthen the measure by expanding support to part time journalists, recognizing sole proprietors who operate local news outlets, and ensure that the credit reaches a broad range of local print, digital broadcast, and non profit news organizations that serve California communities.",local_news; journalists_reporters; news_organizations; employment_workforce,local news; journalists; news organizations; news outlets; part time,4,True,True
279661,296,10331735,Chris Ward,Legislator,"The bill also includes a strong accountability measure. Eligible organizations must publicly disclose ownership of governance, maintain correct... maintain corrections policies, carry media liability insurance, and cannot be controlled by political organizations or 501 c4 advocacy groups. These safeguards ensure that taxpayer dollars support independent community focused journalism, not political propaganda. At a time when misinformation is spreading and trusted local news is disappearing, California has an opportunity to invest in one of the cornerstones of our democracy.",AB 2222,288,691,False,substantive,4,"These safeguards ensure that taxpayer dollars support independent community focused journalism, not political propaganda.",journalists_reporters,journalism,1,True,True
279661,296,10331735,Chris Ward,Legislator,"The bill also includes a strong accountability measure. Eligible organizations must publicly disclose ownership of governance, maintain correct... maintain corrections policies, carry media liability insurance, and cannot be controlled by political organizations or 501 c4 advocacy groups. These safeguards ensure that taxpayer dollars support independent community focused journalism, not political propaganda. At a time when misinformation is spreading and trusted local news is disappearing, California has an opportunity to invest in one of the cornerstones of our democracy.",AB 2222,288,691,False,substantive,5,"At a time when misinformation is spreading and trusted local news is disappearing, California has an opportunity to invest in one of the cornerstones of our democracy.",local_news; civic_effects; information_effects,local news; democracy; misinformation,3,True,True
279661,297,10331736,Chris Ward,Legislator,"With me to speak in support of the Community News Act, we have Jeff Knox, from, TTWN in San Francisco representing SAG-AFTRA and former Senator Steve Glazer.",AB 2222,288,691,True,substantive,1,"With me to speak in support of the Community News Act, we have Jeff Knox, from, TTWN in San Francisco representing SAG-AFTRA and former Senator Steve Glazer.",bill_reference; local_news,Community News Act; Community News,2,True,True
279661,298,10331737,Jeffery Knox,Person,"Thank you, Mister Chair and members, for the opportunity to speak today. My name is Jeff Knox. I'm a member of SAG-AFTRA's NorCal Local Board. I'm here on behalf of my union's a 160,000 members, many of whom are broadcasters like myself and who know firsthand the importance of quality journalism to a healthy society. Right now, situation is dire.",AB 2222,288,691,False,non_legislator,4,"I'm here on behalf of my union's a 160,000 members, many of whom are broadcasters like myself and who know firsthand the importance of quality journalism to a healthy society.",journalists_reporters,journalism,1,True,True
279661,300,10331739,Jeffery Knox,Person,"And sadly, the corporate dominated media space is becoming increasingly hostile to local journalists and our ability to keep our communities informed and our livelihood sustained.",AB 2222,288,691,False,non_legislator,1,"And sadly, the corporate dominated media space is becoming increasingly hostile to local journalists and our ability to keep our communities informed and our livelihood sustained.",local_news; journalists_reporters,local journalists; journalists,2,True,True
