hearing_id,statement_index,dom_id,speaker,speaker_type,statement,bill,bill_segment_start,bill_segment_end,ab2222_reference,statement_type,matched_groups,matched_terms,n_keyword_groups,keyword_match
279175,179,5216847,Unidentified Speaker,Person,"Thank you, chair Gibson, vice chair Sanchez, and esteemed committee members. I am the director of policy for Rebuild Local News, Matt Pierce. And we're the leading nonpartisan, nonprofit coalition developing effective public policies to strengthen community news and information. We are proud to join assembly member Ward in sponsoring AB 2002/22. The Community News Act should create a refundable tax spreads to support local journalist jobs and all sorts of community news organizations across California.",AB 2222,169,287,True,non_legislator,bill_reference;local_news;journalists_reporters;news_organizations;employment_workforce;nonprofit_small_outlets,Community News Act; Local News; local journalist; community news; journalist; news organizations; jobs; nonprofit,6,True
279175,180,5216848,Unidentified Speaker,Person,"California has lost, 75 of its local journalists over the past two decades. We rank in the bottom 10 of US states in terms of journalists per a 100,000 people. Academic studies say that when communities lose their local journalists, bond prices increase for local taxpayers because there are fewer people watching local spending. Loneliness increases because fewer people feel connected to their neighbors. Fewer voters know who their elected officials are.",AB 2222,169,287,False,non_legislator,local_news;journalists_reporters;news_decline,"local journalists; journalists; lost, 75 of its local journalists over the past two decades. We rank in the bottom 10 of US states in terms of journalists per a 100,000 people. Academic studies say that when communities lose their local journalists",3,True
279175,181,5216849,Unidentified Speaker,Person,"Fewer voters are following committee hearings like this one. When a town loses a local reporter, it affects all of us. The Communities Act is based on similar laws recently enacted in Illinois, New York, and New Mexico with broad support from lawmakers and local news stakeholders. It's carefully designed first amendment friendly approach that doesn't require program administrators to pick winners and losers in a way that could risk the editorial independence of our local news outlets.",AB 2222,169,287,False,non_legislator,local_news;journalists_reporters;news_organizations;editorial_independence,local news; local reporter; reporter; news outlets; editorial independence; editorial; independence,4,True
279175,182,5216850,Unidentified Speaker,Person,"Community News Act has been endorsed by a coalition that includes local independent news outlets, unionized news workers, journalism educators, and ethnic media. We're We're also currently engaging other stakeholders on technical feedback to ensure this approach can be accessed equitably across the whole ecosystem. We respectfully encourage your aye vote.",AB 2222,169,287,True,non_legislator,bill_reference;local_news;journalists_reporters;news_organizations;nonprofit_small_outlets,Community News Act; Community News; news workers; news outlets; independent news; independent news outlets,5,True
279175,183,5216851,Mike Gipson,Legislator,Thank you very much. Next week.,AB 2222,169,287,False,procedural,,,0,False
279175,184,5216852,Bob Butler,Person,"Thank you. Minutes. Assembly member Gibson, assembly member Sanchez, thank you for the chance to speak. My name is Bob Butler. I'm the vice president for broadcasters for SAG AFTRA.",AB 2222,169,287,False,non_legislator,,,0,False
279175,185,5216853,Bob Butler,Person,"I bring you greetings from our president, Sean Astin. You may know better as Rudy or Sam from Lord of the Rings. I'm here, on behalf of my union's a 160,000 members, many of whom are broadcast journalists like me, who will see the value of doing what needs to be done to ensure a thriving future for the journalism profession. I became a journalist because I believe the public has the right to know what's going on in their communities, the nation, and the world. I also believe strongly in the importance of speaking truth to power.",AB 2222,169,287,False,non_legislator,journalists_reporters,journalists; journalist,1,True
279175,186,5216854,Bob Butler,Person,"The work we do sometimes angers those who don't like it. I've done that many times. It does not make me fake news. It's work that needs to be done to maintain a healthy democracy. With federal defending of public media in 2025, which may now be reversed, and now the shuttering of CBS News Radio after ninety nine years of service, our nation has lost a lot of access to essential informational source sources.",AB 2222,169,287,False,non_legislator,civic_effects,democracy,1,True
279175,187,5216855,Bob Butler,Person,"Not to mention the harm unchecked AI and social media platforms have done to divert Internet traffic toward polarizing and unreliable content. When you ask people who they trust more, the local journalists or the national journalists, local journalists went out every time. I've been in this business for nearly fifty years. I spent forty two years at KCBS radio in San Francisco. I've never seen professional journalists encountered so many colossal threats to their professions and their selves as they have beginning in 2015 and even more so since January.",AB 2222,169,287,False,non_legislator,local_news;journalists_reporters;editorial_independence,local journalists; journalists; content,3,True
279175,188,5216856,Bob Butler,Person,"A bill like Assemblymember Awards AB 2222 never been more urgent. Let's incentivize the hiring of professional journalists. If it were those employers who hire local journalists to their staffs, let's all be a part of this valuable investment into safeguarding democracy and the community level. A job attention credit is a small price to pay during a time when access to factual information is under threat. Let's arm our democracy and preserve our community's unfreetted access to information. I encourage you to put AB 2222 across the finish line, and don't keep us in suspense too long. Bob Butler, KCBS in Sacramento.",AB 2222,169,287,True,non_legislator,bill_reference;local_news;journalists_reporters;civic_effects;information_effects;employment_workforce;tax_credit,AB 2222; local journalists; journalists; democracy; factual information; hire; hiring; job; credit,7,True
279175,189,5216857,Mike Gipson,Legislator,"I love it. Thank you very much. Anyone in the room wishing to speak in support of AB 2222, please come to the microphone, your name, your organization, and this is support.",AB 2222,169,287,True,procedural,bill_reference,AB 2222,1,True
279175,190,5216858,Jano Torekine,Person,Yeah. Thank you. Jano Torekine on behalf of Latino Media Collaborative and Media Guild of the West in support.,AB 2222,169,287,False,non_legislator,,,0,False
279175,191,5216859,Mike Gipson,Legislator,"Thank you very much. Any primary opposition to this measure to please come forward? Seeing no one coming forward, anyone in a room wishing to speak in opposition of this measure, You have the same right. Seeing and hearing none, bring it back to the committee. Anyone wishing to speak?",AB 2222,169,287,False,substantive,,,0,False
279175,192,5216860,Mike Gipson,Legislator,Yes. Miss Quirk Silva.,AB 2222,169,287,False,unclear,,,0,False
279175,193,5216861,Sharon Quirk-Silva,Legislator,"Not only do I support this, but all of the efforts that I know that you are moving forward related to journalism. We are in a new frontier as we think about journalism, but journalism is one of the last communication efforts that's based on facts. And with streaming, with blogs and posts and social media, it's becoming harder and harder for the public to understand what's real and what's not real. And at every turn, we see the shrinking of our, as we said, news newspapers.",AB 2222,169,287,False,substantive,news_organizations;news_decline;information_effects,"newspapers; shrinking of our, as we said, news newspapers; facts",3,True
279175,194,5216862,Sharon Quirk-Silva,Legislator,"One of the things as a former teacher, we can look to literacy and understand that many of us grew up with newspapers coming to our homes, not just newspapers, but maybe magazines, this type of information. And as was stated in your remarks, slowly but surely, we have seen all of these communication pieces pretty much wiped out. And so we wonder why young kids and families who might have gone to the doctors and picked up a magazine and read it with their parents or a newspaper that those conversations aren't happening.",AB 2222,169,287,False,substantive,news_organizations,newspapers; newspaper,1,True
279175,195,5216863,Sharon Quirk-Silva,Legislator,"And so we are relying on these very quick posts that people are taking for fact. And it's it's really become destructive, very destructive, where we once used to have civil discourse and debate.",AB 2222,169,287,False,unclear,information_effects,fact,1,True
279175,196,5216864,Sharon Quirk-Silva,Legislator,"And now we see that it's us or them and facts that are only related to what media posts someone is is watching or listening to, and it's really fractured our society. And anything we can do to get back to common sense news based on facts is something that I will be happy to support.",AB 2222,169,287,False,substantive,information_effects,facts; common sense news,1,True
279175,197,5216865,Mike Gipson,Legislator,Great. Thank you. Miss McKinnor,AB 2222,169,287,False,procedural,,,0,False
279175,198,5216866,Tina McKinnor,Legislator,"And I'd like to thank the author for this bill, and I'd like to be a coauthor. Thank you.",AB 2222,169,287,False,procedural,,,0,False
279175,199,5216867,Tina McKinnor,Legislator,Give me a second.,AB 2222,169,287,False,unclear,,,0,False
279175,200,5216868,Mike Gipson,Legislator,"Great. With that, I just have one quick question for you, mister Ward. Why is the, the credit a fixed amount instead of a percentage amount for the wages for new hire journalists?",AB 2222,169,287,False,substantive,journalists_reporters;employment_workforce;tax_credit,journalists; hire; new hire; credit; wages; fixed amount; percentage,3,True
279175,201,5216869,Chris Ward,Legislator,I'll defer to our witness on the how they how they landed that number.,AB 2222,169,287,False,unclear,,,0,False
279175,202,5216870,Chris Ward,Legislator,"Yes. This is similar to the law that was first enacted in Illinois. We have in our ecosystem, the majority of local news outlets are very small local news outlets, and part of their spending is on freelance, which is not covered by this bill. So part of the part of the amounts are to reflect the reality for those organizations that when they hire an actual staffer, it it may not reflect the full extent of their spending.",AB 2222,169,287,False,substantive,local_news;news_organizations;employment_workforce;nonprofit_small_outlets,local news; news outlets; hire; staffer; small local news outlets; small local,4,True
279175,203,5216871,Mike Gipson,Legislator,"Got it. Okay. Thank you very much. Mister Ward, thank you very much. You may close if you wish.",AB 2222,169,287,False,procedural,,,0,False
279175,204,5216872,Chris Ward,Legislator,"Thank you, Mr. Chair, members. Thank you for the support of comments. I'm very happy to have another co author coming out of this committee, should this bill come out of this committee. You know, I think that we all very deeply appreciate the value of local news that we have, whether it's our kids growing up on the educational programming, family friendly content that we're able to produce, historical art of, exposes, are very specific to your local community.",AB 2222,169,287,False,substantive,local_news;editorial_independence,local news; content,2,True
279175,205,5216873,Chris Ward,Legislator,"I mean, this is content that you just can't get anywhere else, and keep your community enriched and really connected to itself, and the greater world around it. So we know that stations across the Golden State are shuttered. We know that employees are losing their jobs, and many of our outlets and affiliates budgets are deeply threatened and cannot rely on a backfill of philanthropy alone. So now is the time.",AB 2222,169,287,False,substantive,employment_workforce;editorial_independence,jobs; content,2,True
279175,206,5216874,Chris Ward,Legislator,"We don't have another year to step up and do what we can to help support these jobs, but importantly, to be able to help support these institutions that are so vital as our colleague had also really referenced.",AB 2222,169,287,False,unclear,employment_workforce,jobs,1,True
279175,207,5216875,Chris Ward,Legislator,"You know, if this goes away, we are relegated to a world that is very on unlimited and very suspect news. And we know the outcomes and and the dire future that would hold for many of our communities and democracy. I would respectfully request your aye vote.",AB 2222,169,287,False,substantive,civic_effects,democracy,1,True
279175,208,5216876,Mike Gipson,Legislator,"Thank you very much, and thank you, witnesses, for appearing.",AB 2222,169,287,False,procedural,,,0,False
279175,209,5216877,Bob Butler,Person,"Sure. Can I add one thing? As a journalist, you can go ahead and put more money in there, not just 20,000.",AB 2222,169,287,False,non_legislator,journalists_reporters,journalist,1,True
279175,210,5216878,Mike Gipson,Legislator,Thank you very much. This bill will refer to our suspense file. Thank you very much.,AB 2222,169,287,False,procedural,,,0,False
279175,211,5216879,Unidentified Speaker,Person,"Thank you, chair.",AB 2222,169,287,False,non_legislator,,,0,False
279175,212,5216880,Mike Gipson,Legislator,"Next, we will have file item number nine. Oh, yes. Let's do that. We're gonna ask the secretary to please open the role on file item number three AB 2270 for the absent members.",AB 2222,169,287,False,procedural,,,0,False
279175,213,5216881,Dawn Sanders-Koepke,Person,"Korea Demayo Mckinor. Aye. Mckinner, I that bill has passed.",AB 2222,169,287,False,non_legislator,,,0,False
279175,214,5216882,Sharon Quirk-Silva,Legislator,Vote change. I'm not voting to know.,AB 2222,169,287,False,unclear,,,0,False
279175,215,5216883,Dawn Sanders-Koepke,Person,Sanchez not voting to know. Okay. That bill has passed.,AB 2222,169,287,False,non_legislator,,,0,False
279175,216,5216884,Mike Gipson,Legislator,"Great. So file item number three, AB 22 Sorry. One. Eight okay. AB 2270.",AB 2222,169,287,False,procedural,,,0,False
279175,217,5216885,Mike Gipson,Legislator,"That bill is out. It's four to one. Thank you very much. Next, we'll move to file item number nine, AB 2186 by McKenna. Miss McKenna, you may begin when ready.",AB 2222,169,287,False,procedural,,,0,False
279175,218,5216886,Mike Gipson,Legislator,"Mister chair and members, AB 282186 ensures that future reparation payments are not undermined by state taxation. For generations, descendants of formerly enslaved people have been denied both justice and economic growth. Reparations are intended to repair that harm, not be partially taken back through taxes. Under current law, any future reparation payments could be treated as taxable income, reducing the impact of those benefits.",AB 2222,169,287,False,substantive,,,0,False
279175,219,5216887,Mike Gipson,Legislator,"That outcome runs counter to the purpose of reparations, which is to provide meaningful and complete redress for historic and system injustices.",AB 2222,169,287,False,unclear,,,0,False
279175,220,5216888,Mike Gipson,Legislator,"AB 2186 addresses this issue by excluding reparation benefits from California personal income tax for taxable years beginning on or after 01/01/2027 through 01/01/2032. This bill broadly defines reparation benefits to include monetary payments, grants, trust distributions, debt forgiveness, and other forms of financial compensation provided through state, local, or federal reparation programs. By establishing a clear exclusion in statute, this bill ensures that these benefits reach recipients in full and are not diminished before they can have their intended impact.",AB 2222,169,287,False,substantive,,,0,False
279175,221,5216889,Mike Gipson,Legislator,It also provides clarity and certainty for both recipient and tax administrators as California prepares for future reparation programs. This bill is about ensuring fairness and making sure that rep reparation functions as a true repair.,AB 2222,169,287,False,unclear,,,0,False
279175,222,5216890,Mike Gipson,Legislator,"Our my witness today is Tanisha Herring. Did I say Tanisha? Tanisha Herring, NAACP California, Hawaii State Conference. Thank you.",AB 2222,169,287,False,procedural,,,0,False
279175,223,5216891,Tanisha Herring,Person,"Good after good afternoon,",AB 2222,169,287,False,non_legislator,,,0,False
279175,224,5216892,Tanisha Herring,Person,mister Thank,AB 2222,169,287,False,non_legislator,,,0,False
279175,225,5216893,Mike Gipson,Legislator,you very much. You have two minutes.,AB 2222,169,287,False,unclear,,,0,False
279175,226,5216894,Tanisha Herring,Person,So sorry. No. It's okay.,AB 2222,169,287,False,non_legislator,,,0,False
279175,227,5216895,Tanisha Herring,Person,"Good afternoon, mister chair and members. As the great assembly member said, my name is Tanisha Herring, serving as government relations specialist for the NAACP capital Hawaii state conference. The author is right in that taxing reparations undermines their purpose. From our perspective on the ground, this is not abstract. Descendants of formerly enslaved people who receive these benefits are often the same communities navigating the widest wealth gaps in the state.",AB 2222,169,287,False,non_legislator,,,0,False
279175,228,5216896,Tanisha Herring,Person,"A tax liability on reparations payment is not a technicality, it's a reduction in justice. Californian has already done the work. The task force process produced a comprehensive record of documented harm. Eighty twenty one eighty six honors that record by ensuring the legislative infrastructure catches up. A reparations program without tax exclusion is an incomplete program.",AB 2222,169,287,False,non_legislator,,,0,False
279175,229,5216897,Tanisha Herring,Person,"We want to highlight the bill's inclusive definition of reparations benefit. By covering monetary payments, grants, trust distributions, debt forgiveness, and other financial compensation at the state, local, and federal level, AB 2186 future proofs this exclusion. Whatever form of reparations ultimately take, this bill ensures the protection follows. California has excluded other categories of compensation from gross income before disaster relief, certain legal settlements, federal COVID relief payments, excluding reparations benefits is consistent with that precedent. This is not novel, this is principle.",AB 2222,169,287,False,non_legislator,,,0,False
279175,230,5216898,Tanisha Herring,Person,"The five year window through 2032 is reasonable and gives the legislature time to evaluate and extend. We would encourage members to view this as a floor, not a ceiling as reparations programs develop. The state conference urges an I the I vote on AB 2186. Thank you.",AB 2222,169,287,False,non_legislator,,,0,False
279175,231,5216899,Mike Gipson,Legislator,"Thank you very much. Anyone in the room wishing to speak in support of AB 2186, please approach name organization and this is support.",AB 2222,169,287,False,procedural,,,0,False
279175,232,5216900,Jim Weinberg,Person,"Good afternoon. Jim Weinberg, Friends Committee on Legislation of California in support. Thank you.",AB 2222,169,287,False,non_legislator,,,0,False
279175,233,5216901,Mike Gipson,Legislator,"Thank you very much. Primary opposition to this measure, would you please come forward and have a seat at the table? Hearing and seeing none. Anyone in the room wishing to speak in opposition to this measure? You have the same right. Hearing and seeing none, bring it back to the committee for any committee members wishing to speak or ask the author any questions. Hearing and seeing none. You may close if you wish, miss McKinnor.",AB 2222,169,287,False,substantive,,,0,False
279175,234,5216902,Tina McKinnor,Legislator,"AB 2186 is about integrity. If since the state determines that reparations are warranted, then we should not diminish that relief through taxation. This bill ensures that what is promised will be delivered, and I respectfully ask for your eye vote.",AB 2222,169,287,False,unclear,,,0,False
279175,235,5219258,Mike Gipson,Legislator,"Thank you very much. This bill will be referred to our suspense file. Thank you, witness, for appearing. Thank the author for bringing this measure before this committee. Thank you.",AB 2222,169,287,False,procedural,,,0,False
279175,236,5216903,Mike Gipson,Legislator,"We have Messuria. File item number 6AB2377. We're getting close, miss Roger. I guess we're getting close. You may proceed when ready.",AB 2222,169,287,False,procedural,,,0,False
279175,237,5216904,Unidentified Speaker,Person,"Thank you, chair and members. AB 232377 accelerates California's schedule of tax deductions for the depreciation of new manufacturing equipment, allowing fifty percent first year depreciation statewide and one hundred percent first year depreciation for equipment cited in high need areas. When new manufacturing projects are undertaken, they very frequently require significant upfront investment in equipment and technology. To incentivize these costly but vital investments, local, state, and Federal Governments allow the depreciation value of this equipment to be deducted from a business's taxes.",AB 2222,169,287,False,non_legislator,,,0,False
279175,238,5216905,Unidentified Speaker,Person,"As California competes globally and across The United States to develop its manufacturing sector, the favorability of depreciation tax deductions plays a major role in encouraging continued economic development and innovative innovation in the state.",AB 2222,169,287,False,non_legislator,,,0,False
279175,239,5216906,Unidentified Speaker,Person,"However, while federal tax laws allows businesses to recover the cost of capital investments quickly through full first year bonus depreciation deductions, California generally requires businesses to depreciate equipment over many more years. For example, a piece of manufacturing equipment with a useful life of seven years may have 100% of its value deductible in its first year federally or in other states, But in California, only 14.92 percent may be deducted with the remainder spread out over seven years.",AB 2222,169,287,False,non_legislator,,,0,False
279175,240,5216907,Unidentified Speaker,Person,"This gap can discourage capital intensive manufacturing operations from locating or expanding in California, even as the state attempts to drive economic development in disadvantaged regions like the Central Valley. AB 2377 directly addresses this gap by allowing qualified businesses to deduct 50% of the cost of eligible equipment in the first year while allowing a a 100% deduction for investments in areas with a 150% or more of the state's poverty and unemployment rates.",AB 2222,169,287,False,non_legislator,,,0,False
279175,241,5216908,Unidentified Speaker,Person,"This approach increases the effectiveness of the California's tax deduction for manufacturing equipment without increasing the total value that is tax deductible for any piece of equipment. By by allowing full first year depreciation within high need areas, AB 2377 also drives investment and job creation within historically underserved and disadvantaged areas of the state like the San Joaquin Valley. When we have productive converse we we've had productive conversations with the franchise tax board around the implementation challenges with the bill that are outlined in the committee analysis, and we are committed to address these concerns.",AB 2222,169,287,False,non_legislator,employment_workforce,job,1,True
279175,242,5216909,Unidentified Speaker,Person,"By improving the financial outlook of projects in their critical years, AB 2377 will help attract new manufacturing projects, create high quality jobs, and strengthen economic development in disadvantaged regions just like the Central Valley where it's needed the most. I'm here with me today to testify in support of AB 2377 are Will Oliver, president and CEO of Fresno County Economic Development Corporation, and Sarah Bridges, policy director for the California Manufacturers and Technology Association.",AB 2222,169,287,False,non_legislator,employment_workforce,jobs,1,True
279175,243,5216910,Mike Gipson,Legislator,Thank you both. You have two minutes.,AB 2222,169,287,False,procedural,,,0,False
279175,244,5216911,Unidentified Speaker,Person,"Thank you. Good afternoon, chairman Gibson and members. Thank you for the opportunity to speak in support of AB 2377. I serve as the president and CEO of the Fresno County Economic Development Corporation. And as a EDC, we work every day to help California compete for private investment, job creation, and long term economic productivity.",AB 2222,169,287,False,non_legislator,employment_workforce,job,1,True
279175,245,5216912,Unidentified Speaker,Person,"We see firsthand that manufacturing projects are highly sensitive to upfront project economics. California manufacturing has been relatively flat in recent years and has not kept pace with the broader state economy, which is one of the more reasons that we should not take manufacturing investment for granted. AB 2377 is a targeted competitiveness measure to improve earlier cash flow for qualified property placed in service in California with stronger tax treatment for areas of high need, like the Central Valley.",AB 2222,169,287,False,non_legislator,,,0,False
279175,246,5216913,Unidentified Speaker,Person,"Under the proposed bill, qualified taxpayers would claim fifty percent first year accelerated depreciation and a 105 100% in qualified high need areas. Importantly, this does not represent a permanent reduction in the state tax base as much as a timing shift in cost recovery.",AB 2222,169,287,False,non_legislator,,,0,False
279175,247,5216914,Unidentified Speaker,Person,"That timing matters because it can influence when investment moves forward, where it lands, and how quickly capital can be deployed. At the federal level, tax treatment has become more favorable to production investment. So California should recognize those realities and thoughtfully position itself to remain competitive. And we should recognize that other states aren't standing still.",AB 2222,169,287,False,non_legislator,,,0,False
279175,248,5216915,Unidentified Speaker,Person,"17 states have provided partial or full conformity with Section one sixty eight, So California has an opportunity to lead with a thoughtful, modern approach to investment treatment, while also helping guide investment toward communities that need it the most. And for those reasons, we respectfully ask for your support on AB 2377.",AB 2222,169,287,False,non_legislator,,,0,False
279175,249,5216916,Mike Gipson,Legislator,Thank you very much. Next witness.,AB 2222,169,287,False,procedural,,,0,False
279175,250,5216917,Sarah Bridges,Person,"Good afternoon, Sherry Gibson and members. My name is Sarah Bridges with the California Manufacturers and Technology Association representing 45,000 companies and their 1,200,000 employees in strong support of AB 2377. California manufacturers are operating in one of the most challenging environments in the country. They're navigating high regulatory burdens, rising energy costs, and ongoing supply chain pressures, all while facing increasing global competition and tariffs that make it harder to produce competitively here at home.",AB 2222,169,287,False,non_legislator,,,0,False
279175,251,5216918,Sarah Bridges,Person,"These cumulative pressures strain operational decision making and make it more difficult for manufacturers to reinvest, expand, and keep jobs in California. AB 2377 provides a practical targeted tool to help manufacturers navigate these challenges by easing the burden of capital investments. By reducing the upfront cost of purchasing the equipment and technology that manufacturers need to operate efficiently and stay competitive, AB 2377 allows manufacturers to recover the cost of qualified equipment investments more quickly. This matters because it supports continuous reinvestment. Manufacturers are not locked into holding outdated equipment just to realize long term tax benefits.",AB 2222,169,287,False,non_legislator,employment_workforce,jobs,1,True
279175,252,5216919,Sarah Bridges,Person,"Instead, they can upgrade, modernize, and deploy more efficient technologies on operational timeliness. That flexibility is critical in today's rapidly evolving industrial landscape. The bill also supports California's climate goals by making it more affordable to invest in newer, cleaner, and more energy efficient equipment, including pollution control technologies. It accelerates the transition to lower emission manufacturing while keeping production in the state with some of the strongest environmental standards in the world. From a competitiveness standpoint, California continues to lag behind federal policy and other states in how it treats capital investment.",AB 2222,169,287,False,non_legislator,,,0,False
279175,253,5216920,Sarah Bridges,Person,"This gap puts our manufacturers in a disadvantage when they are deciding where to expand or to locate new operations. A B 2377 helps by making California a more viable operation for those investments. Finally, a v twenty three seventy seven helps address affordability pressures across the supply chain. When manufacturers can better manage capital costs and maintain in state production, it helps stabilize pricing, reduce cost volatility, and support the availability of goods for consumers. We thank you for your consideration. We respectfully ask your aye vote. Thank you.",AB 2222,169,287,False,non_legislator,,,0,False
279175,254,5216921,Mike Gipson,Legislator,"Thank you very much. Anyone in the room wishing to speak in support of Assembly Bill twenty two seventy seven, your name, your organization, and this support?",AB 2222,169,287,False,procedural,,,0,False
279175,255,5216922,Steve Hansen,Person,"Mister chair and members, Steve Hansen from Lighthouse Public Affairs on behalf of the city of Fresno and the West Ventura Business Alliance in support.",AB 2222,169,287,False,non_legislator,,,0,False
279175,256,5216923,Mike Gipson,Legislator,Thank you.,AB 2222,169,287,False,procedural,,,0,False
279175,257,5216924,Clifton Wilson,Person,Clifton Wilson on behalf of the Fresno County Board of Supervisors in support. Thank you.,AB 2222,169,287,False,non_legislator,,,0,False
279175,258,5216925,Mike Gipson,Legislator,Thank you.,AB 2222,169,287,False,procedural,,,0,False
279175,259,5216926,Chair Gibson,Person,"Chair Gibson, member of Steinger Field of Capital Advocacy here on behalf of the California Life Sciences in support of AB 2337.",AB 2222,169,287,False,non_legislator,,,0,False
279175,260,5216927,Mike Gipson,Legislator,"Thank you. Primary opposition to this measure, would you please step forward? Hearing and seeing none. Anyone in the room wishing to register your opposition to this measure? You have the same right.",AB 2222,169,287,False,procedural,,,0,False
279175,261,5216928,Mike Gipson,Legislator,"Hearing and seeing none, bring it back to the committee. Any members from the committee wishing to speak? Hearing and seeing none, you may close.",AB 2222,169,287,False,procedural,,,0,False
279175,262,5216929,Unidentified Speaker,Person,"Thank you, chair. I respectfully ask for an aye vote.",AB 2222,169,287,False,non_legislator,,,0,False
279175,263,5216930,Mike Gipson,Legislator,"Thank you very much. This, bill will be referred to our suspense file. I thank your witnesses and the author for coming for this committee. Thank you very much. File item number 10.",AB 2222,169,287,False,procedural,,,0,False
279175,264,5216931,Mike Gipson,Legislator,"A B2641, Rodriguez. You may proceed when ready.",AB 2222,169,287,False,procedural,,,0,False
279175,265,5216932,Michelle Rodriguez,Legislator,"Thank you, Mr. Chair and Members for allowing me to present AB 2641. I would like to begin by stating that I will gladly accept the committee amendments. AB 2641 extends the sales tax exemption for individuals who repurchase their own property from a pawnbroker. This is a simple fairness measure that prevents double taxation. When someone is reclaiming their own property, they have already paid sales tax at the time of the original purchase.",AB 2222,169,287,False,substantive,,,0,False
279175,266,5216933,Michelle Rodriguez,Legislator,"Without this bill, they could be taxed again on the same item. This is not a new policy. The legislature addressed this issue in 2021, and AB 2641 simply extends existing law. This bill will narrowly. This bill is narrowly tailored. It applies only to the original owner and requires proof from the proof that sales tax was already paid.",AB 2222,169,287,False,substantive,,,0,False
279175,267,5216934,Michelle Rodriguez,Legislator,"There is no opposition, and this policy has worked without issue under current law. AB 2641 maintains fairness in the tax systems and protects consumers. With me here to testify is Albert Turico with the California Pawnbrokers Association.",AB 2222,169,287,False,unclear,,,0,False
279175,268,5216935,Mike Gipson,Legislator,Thank you very much. First witness.,AB 2222,169,287,False,procedural,,,0,False
279175,269,5219259,Albert Turico,Person,"Good afternoon, Mr. Chairman, Members of the committee.",AB 2222,169,287,False,non_legislator,,,0,False
279175,270,5216936,Albert Turico,Person,"Let me first extend my thanks to the author for her leadership on this issue. I'm here to testify on behalf of the California Association of Pawnbrokers, the sponsors of the bill. I will note for the record that you, Mr. Chairman, you ran the first bill to try to address this issue in 2015. We didn't get it done then.",AB 2222,169,287,False,non_legislator,,,0,False
