hearing_id,statement_index,dom_id,speaker,speaker_type,statement
279175,20,5216688,Jennifer Fearing,Person,"Good afternoon, chair and members. Jennifer Fearing with California Association of Non-profits. We're a 10,000 member organization statewide policy alliance. We're proud to sponsor AB 20 '80 four, and we're grateful to the author for helping protect the stability of California's nonprofit sector. Since 2008, nonprofits can pursue state tax exempt status expeditiously by filing the FTB's 3,500 a form, which relies on the Federal Government's five zero one c three determination."
279175,21,5216689,Jennifer Fearing,Person,"This reliance creates both efficiency and precarity. If the Federal Government revokes a nonprofit tax exempt status even for political reasons, the FTB is required to automatically revoke that revoke the state status as well. And we are hoping with this, to give them the opportunity to evaluate the merits of this action for all of the nonprofit, and we think it's roughly 22% of charities in the state have utilized have utilized that form to gain that status."
279175,22,5216690,Jennifer Fearing,Person,"Since threats began emerging in early twenty twenty five, Cal Nonprofits has continued to urge the 3,500 a nonprofits to initiate the longer form process and get independent validation of their state tax exempt status. But we are only here requesting this change in law because of specific and unprecedented threats and executive orders targeting nonprofits for their speech or mission driven work rather than actual wrongdoing."
279175,23,5216691,Jennifer Fearing,Person,"With their tax exempt status in jeopardy, a non-profit can find its grants and payments frozen facing new tax liabilities and possibly reducing their provision of essential services. AV twenty eighty four is a common sense solution giving FTP discretion to evaluate the appropriateness of state sex status revocation if a federal revocation was not due to wrongdoing."
279175,24,5216692,Jennifer Fearing,Person,"This bill is about protecting our state's right to safeguard nonprofits that our residents rely on every day, and the objective aligns with the state sovereignty goals and protections of AB 1318, which the governor signed into law last year, giving California nonprofits eligibility for state support based on state level standing and not federal status alone. Wish you we appreciate the author's leadership and urge your aye vote."
279175,25,5216693,Mike Gipson,Legislator,"Thank you very much. Anyone in a room wishing to register your support name, your position, and this support, please step to the microphone."
279175,26,5216694,Rebecca Bauer-Kahan,Legislator,Hi. Molly Mala on behalf of Planned Parenthood Affiliates of California in support. Thank you.
279175,27,5216695,Mike Gipson,Legislator,Thank you.
279175,28,5216696,Dani Kaiser,Person,Good afternoon. Dani Kando Kuzer on behalf of Cameo Network in strong support.
279175,29,5216697,Mike Gipson,Legislator,"Thank you. Seeing no one else wishing to speak and support, any primary opposition, should you please hearing and seeing none, anyone in the room wishing to express opposition to 2084? Please accept the microphone. Hearing and seeing none, wanna bring it back to the committee. Any members wishing to ask questions?"
279175,30,5216698,Mike Gipson,Legislator,"Hearing none or seeing none. Just one question to the author. Just to be clear, this intent of this bill is that this would be only applying or only apply 501C3 non-profits. Is that correct?"
279175,31,5216699,Rebecca Bauer-Kahan,Legislator,Yes.
279175,32,5216700,Mike Gipson,Legislator,Just wanna be clear. Great.
279175,33,5216701,Rebecca Bauer-Kahan,Legislator,Thank you.
279175,34,5216702,Mike Gipson,Legislator,"Thank you very much for appearing. And Misses Bauer Kahan, you may close if you wish."
279175,35,5216703,Rebecca Bauer-Kahan,Legislator,"Thank you, mister chair and members. And I just wanna reiterate that nothing in this bill will stop the state from revoking status for fraud or any other violations of the law. It just ensures our own separate oversight process. And that I respectfully ask your aye vote."
279175,36,5216704,Mike Gipson,Legislator,Thank you very much. This bill is referred to our suspense file. Thank you and your witness for appearing. We don't see mister Ward.
279175,37,5216705,Unidentified Speaker,Person,"I'm sorry? mister No. Miss. Oh, wait a minute. No. Rambula."
279175,38,5216706,Mike Gipson,Legislator,"Excuse me. We have, doctor Rambula, AB, 2270. File item number three. Thank you very much, sir. You and your witnesses?"
279175,39,5216707,Mike Gipson,Legislator,"I do. And you may proceed when ready, sir. And this is file item number 3 AB 2270."
279175,40,5216708,Joaquin Arambula,Legislator,"Thank you, mister chair. I wanna start by thanking the committee for their help with this bill. California's farm workers are an essential part of our state's economy and food supply, and yet they oftentimes face some of the most severe housing instability in the entire state. Because farmworker housing must be located near agricultural land, often miles from services such as public transit, libraries, and pharmacies, these projects have routinely penalized in the scoring process for affordable housing projects."
279175,41,5216709,Joaquin Arambula,Legislator,Amenity proximity scoring assumes dense service patterns that agricultural communities where farm workers live to acts must live to access employment rarely meet.
279175,42,5216710,Joaquin Arambula,Legislator,"The result is that farm worker housing projects are made less competitive for funding by a scoring system that does not reflect agricultural land use realities. To provide farmworker housing better, access means to low income housing credits, AB 2270 creates scoring parity with the seat pack scoring criteria for farmworker housing projects recognizing the geographic realities of agricultural communities. Members, this is the first hearing of the bill. I will continue to work to address concerns."
279175,43,5216711,Joaquin Arambula,Legislator,And with me today to testify in support is La Cooperativa De Campesina.
279175,44,5216712,Mike Gipson,Legislator,Thank you very much. You have two minutes.
279175,45,5216713,Unidentified Speaker,Person,"Thank you, chair and members."
279175,46,5216714,Mike Gipson,Legislator,Can you push the microphone first too? Yeah. Thank you very much.
279175,47,5216715,Unidentified Speaker,Person,Here it is.
279175,48,5216716,Joaquin Arambula,Legislator,Here's Marvin Pineda with La Cooperativa.
279175,49,5216717,Mike Gipson,Legislator,Great.
279175,50,5216718,Marvin Pineda,Person,"Yeah. Thank you. If I may, Assembly member thank you, chair members."
279175,51,5216719,Mike Gipson,Legislator,You have two minutes.
279175,52,5216720,Marvin Pineda,Person,What was that? I'm sorry.
279175,53,5216721,Mike Gipson,Legislator,You have two minutes.
279175,54,5216722,Marvin Pineda,Person,"Thank you. Marvin Pineda with California Advocacy on behalf of La Copurativa Campesina De California. La Copurativa Campesina is are the fairly designated farmworker agencies in California. They provide education, training, job placement, housing, energy, and other services to, farmworkers. We would like to request your support for this legislation to ensure that farmworker housing projects can fairly compete for tax credits in the low income housing tax credit program."
279175,55,5216723,Marvin Pineda,Person,"As mentioned, previous investment in Rambula, farmworker housing by necessity must be located near agriculture, jobs, often in rural areas far from these amenities. While farm workers have become more mobile, many times they do not have the transportation or the means to travel long distance to jobs. As a result, these projects are disadvantaged, not because they are lower quality, but because the scoring criteria do not reflect rural realities. This creates structure barriers for housing projects for farm workers in agricultural regions."
279175,56,5216724,Marvin Pineda,Person,"To be eligible for the low income housing tax credits, a project must must receive at least 10 points in amenities."
279175,57,5216725,Marvin Pineda,Person,"To be competitive, they must receive at least 15. Current farmworker projects have a difficult time receiving even 10 points. This is this is about fairness and equity, ensuring the farmworker housing is evaluated based on the realities of where farmworkers live and work. We respectfully ask for an eye vote and happy to answer any questions you may have."
279175,58,5216726,Mike Gipson,Legislator,"Thank you very much. Next witness? Or is this the only one with thank you very much. Anyone wishing to speak in support of twenty two seventy, please step to the microphone, your name, your organization, and this is support only."
279175,59,5216727,Alejandro Solis,Person,"Alejandro Solis on behalf of Los Amigos de La Comida, in support. Thank you."
279175,60,5216728,Mike Gipson,Legislator,Thank you very much.
279175,61,5216729,Salvador Lopez,Person,"Salvador Lopez on behalf, Center for Employment and Training and Central Valley Opportunity Center, we support."
279175,62,5216730,Mike Gipson,Legislator,Thank you.
279175,63,5216731,America Martinez,Person,"America Martinez and on behalf of California Human Development and Proteus, we support."
279175,64,5216732,Mike Gipson,Legislator,"Thank you very much. Seeing no other witnesses, primary opposition. Anyone in the room, primary opposition? Hearing and seeing none. Anyone in the room wishing to register your opposition to 2270?"
279175,65,5216733,Mike Gipson,Legislator,"Hearing and seeing now, I wanna bring it back to the committee. Any committee members? Miss Short Sharon Quirk Silva."
279175,66,5216734,Sharon Quirk-Silva,Legislator,"Yes. I wanna appreciate the author and the supporters on this bill. As we look at our low income tax credits, we know they're very competitive, but they're often the tool needed to get a project across the finish line."
279175,67,5216735,Sharon Quirk-Silva,Legislator,"And even though the state over the years has invested some dollars into farmworker housing, if you can't build the project because you don't have that last gap funding, then we certainly need to do everything we can to make sure that this point system doesn't lock them out of this possible gap funding. So with that, I support this bill."
279175,68,5216736,Sharon Quirk-Silva,Legislator,"And we are voting on this. So I would, move the legislation and, would wish the best, for these future projects because we know any project is difficult to get across the finish line."
279175,69,5216737,Mike Gipson,Legislator,"Thank you. Thank you very much. Miss Rambler, you may close."
279175,70,5216738,Joaquin Arambula,Legislator,"Thank you, mister chair, for your committee's work and for your support, and I respectfully ask for an aye vote. Thank you very much."
279175,71,5216739,Mike Gipson,Legislator,Do I hear a second missus Quirk Silva already moved? Seconded by miss Rodriguez? Thank you very much. This bill this bill is do passed to the committee on housing and community development. Miss Highlander's already received a motion and a second.
279175,72,5216740,Mike Gipson,Legislator,Would you please call the roll?
279175,73,5216741,Committee Secretary,Person,[Roll Call]
279175,74,5216742,Rebecca Bauer-Kahan,Legislator,That bill is on call.
279175,75,5216743,Mike Gipson,Legislator,That bill is on call. Thank you very much. We will keep the roll open for absent members. Thank you very much. We will go to file item number 4 AB 2167.
279175,76,5216744,Mike Gipson,Legislator,"Macedo. Welcome. You may proceed when ready, and your witnesses have two minutes each."
279175,77,5216745,Alexandra Macedo,Legislator,"Thank you, mister chair."
279175,78,5216746,Mike Gipson,Legislator,Thank you.
279175,79,5216747,Alexandra Macedo,Legislator,"Good afternoon, mister chair and members. I am here to present AB 2167, a follow-up measure to last year's Assembly Bill 1485. Last year, you supported AB 1485, which helped open the process for tribal land return transactions by extending the welfare exemption and documentary transfer tax treatment to land held by federally recognized tribes or its wholly owned subsidiary for conservation purposes."
279175,80,5216748,Alexandra Macedo,Legislator,"This bill, AB 2167, clarifies that corporations chartered pursuant to tribal law are also eligible under these existing provisions. It does not create a new category of land, and it does not change the underlying conservation purpose of the exemption."
279175,81,5216749,Alexandra Macedo,Legislator,"When current law expressly names one tribal structure but not another, similarly situated tribes can be treated differently based solely on how they organize their own governmental entities. The same guardrails remain in place. This bill only applies within the existing tribal conservation property tax exemption and the existing documentary—documentary transfer tax exemption for qualifying tribal land return transactions. Tribes should not lose access to the framework the legislature already approved because their governing documents use a different ownership structure."
279175,82,5216750,Alexandra Macedo,Legislator,"It is also consistent with the reality that tribal governments are sovereign governments and may organize their entities differently based on tribal law, tribal governance, and operational needs."
279175,83,5216751,Alexandra Macedo,Legislator,"AB 2167 also includes reporting language so the legislature can track the number and value of qualifying transactions, the amount of tax exempted, and acreage reclaimed. With me today are Chairman Benjamin Clark of Moreton Rancheria and Michelle Lee, tribal attorney, to speak in support."
279175,84,5216752,Mike Gipson,Legislator,Thank you very much. Two minutes each. You may proceed.
279175,85,5216753,Benjamin Clark,Person,"Good afternoon, chair Gibson and committee members. I'm Benjamin Clark, the Tribal Chairman for Moreton Rancheria of Maidu Indians. I'm here today to show our support for AB 2167, a bill to clarify language in last year's AB 1485. I want to thank Assemblywoman Macedo for her leadership and support of tribal sovereignty in carrying this bill. AB 1485 expanded the eligibility for the welfare exemption from property taxes to federal recognized California tribes and their wholly owned entities."
279175,86,5216754,Benjamin Clark,Person,"Tribes are sovereign governments with the ability to organize in the best interest of the tribe. In doing so, tribal governments have the ability to establish both wholly owned subsidiaries and corporations chartered pursuant to tribal law. A stated goal of a AB 1485 is to promote tribal self determination and long term environmental preservation by enabling tribes to hold and maintain land in its natural state without inquiring additional transactional tax burdens."
279175,87,5216755,Benjamin Clark,Person,"This amendment ensures that California tribes may seek the exemption utilizing the best form of entity from them to manage lands for proposed conservation. We ask that you vote yes on AB A2167, and we thank you for your support."
279175,88,5216756,Mike Gipson,Legislator,"Thank you very much. Next witness. Two minutes, please."
279175,89,5216757,Michelle Lee,Person,"Alright. Good afternoon, Chair Gipson and the committee. My name is Michelle Lee, and I'm an attorney for Moreton Rancheria. I wanna thank Assemblywoman Macedo for her leadership as the state of California finds its ways to support tribal land return projects. Including corporations chartered pursuant to tribal law, along with wholly owned tribal entities in Revenue Tax Code Section 21, 20—214.03—recognizes the unique structures that may be included in a particular tribe's laws."
279175,90,5216758,Michelle Lee,Person,"So, for example, a tribe may seek to establish a tribally chartered nonprofit entity to serve as the tribe's land trust to take advantage of the welfare exemption, or it could create a department within the tribe to hold title to the land and property consistent with the statute."
279175,91,5216759,Michelle Lee,Person,"What AB 2167 does is it accommodates and it reflects that in the law. While both may be wholly owned tribal entities from a really strict interpretation, tribal governments on our side may view them differently and our tribal laws may describe them differently, and because they may treat a governmental arm of the tribe as a wholly owned subsidiary and a tribal corporation as a sep—as a separate entity—in their organizational chart because it's governed by separate board of directors."
279175,92,5216760,Michelle Lee,Person,"So, tribes have options when choosing to form their entities and failure to include corporations chartered pursuant to tribal law from AB 8—1485—this, earlier this year, may conflict with the tribes' governing documents and create barriers to applying for the welfare exemption."
279175,93,5216761,Michelle Lee,Person,"And I also wanna point out that in December, the IRS issued a final rule regarding entities wholly owned by Indian tribal governments, and this regulation established that entities wholly owned by tribes and organized or incorporated under the laws of one or more of the tribes that own them are, are not considered separate from tribal governments. So, this 2167 will ensure that state and federal law is harmonized, and we ask for your support."
279175,94,5216762,Michelle Lee,Person,Thank you.
279175,95,5216763,Mike Gipson,Legislator,"Thank you very much for your testimony. Anyone wishing—in the room wishing to speak in support of 2167, would you please line up your name, your position, and this is support?"
279175,96,5216764,Alex Alanis,Person,"Afternoon, Mr. Chair, members of the committee. Alex Alanis, on behalf of the Habomatol Pomo of Upper Lake, in support."
279175,97,5219254,Mike Gipson,Legislator,"Thank you very much. Anyone in the room for primary opposition, would you please come to the front? Seeing none."
279175,98,5216765,Mike Gipson,Legislator,"Anyone in your room wishing to speak in opposition to this measure, would you please head to the microphone? Hearing and seeing none. Bring it back to the members. Anyone wishing to speak? Hearing and seeing none. To the author, can you please explain the deficiency in current law that this bill seeks to remedy?"
279175,99,5216766,Alexandra Macedo,Legislator,"This bill is needed because clarity matters in tax law, but I would defer to the attorney here that probably knows the tax law better than I do."
279175,100,5216767,Mike Gipson,Legislator,Sure.
279175,101,5216768,Michelle Lee,Person,"Thank you. Concerns that we have is that when tribes start forming their entities to take advantage of the welfare exemption, that there will be concern on the tribes point because their tribal laws, the words that they use in their tribal laws differ from the regulation. And we don't think tribes should have to take time and legal counsel to try to figure out how their entity could be changed to fit in the regulation."
279175,102,5216769,Michelle Lee,Person,"We're also concerned that the Board of Equalization—staff there changes over time, and they might not be familiar with all the different types of entities that tribes have. And we don't see anything wrong with having clarity and showing that all these tribal forms of entities that tribes do utilize today are recognized as eligible for the welfare exemption."
279175,103,5216770,Michelle Lee,Person,Does that answer your question? It's really about respecting tribal sovereignty and respecting the way the tribes organize themselves.
279175,104,5216771,Mike Gipson,Legislator,Okay. Thank you very much. You may close.
279175,105,5216772,Alexandra Macedo,Legislator,Respectfully ask for your aye vote.
279175,106,5216773,Mike Gipson,Legislator,"Thank you very much. This bill will refer to our suspense file. Thank you, witnesses, for coming, and thank you."
279175,107,5216774,Benjamin Clark,Person,"Thank, thank you."
279175,108,5216775,Mike Gipson,Legislator,You have another bill.
279175,109,5216776,Alexandra Macedo,Legislator,You get two of me today.
279175,110,5216777,Mike Gipson,Legislator,"I get two. So, file item number 5, AB 2336, and you may proceed when ready."
279175,111,5216778,Alexandra Macedo,Legislator,Good afternoon once again.
279175,112,5216779,Mike Gipson,Legislator,Yes.
279175,113,5216780,Alexandra Macedo,Legislator,"Assembly bureau bill two three three six is a measure to confront California's affordability crisis. As you know, the cost of living is financially straining for so many families. AB 2336 provides meaningful tax relief for working Californians by excluding the first $25,000 of overtime pay from taxation. AB 2336 also helps seniors by excluding the first 25,000 of pension from retirement benefit plans."
279175,114,5216781,Alexandra Macedo,Legislator,"This bill will allow residents to keep more of their hard earned money in their pockets, making it more feasible to live and work in California."
279175,115,5216782,Alexandra Macedo,Legislator,"Between record high gas prices and utility costs, simply getting to work has become a financial burden. For many in our working class, rent alone is swallowing up two thirds of their take home pay. By providing this tax relief, this legislature can directly help families navigate the rising cost of living. Overtime workers include our restaurant employees, health care professionals, truck drivers, law enforcement officers, and skilled trade workers like electricians and plumbers. These individuals are the backbone of our society."
279175,116,5216783,Alexandra Macedo,Legislator,"They need this relief to pay the bills. Many seniors are on fixed incomes. They cannot afford the rising cost of energy and other basic necessities. Excluding the first $25,000 from retirement pensions from taxation will help prevent seniors from having to reenter the workforce out of necessity. With me today to testify on this bill is Tim Taylor with the National Federation of Independent Business and Scott Kaufman with Howard Jarvis Taxpayer Association."
279175,117,5216784,Mike Gipson,Legislator,Thank you very much. Two minutes each.
279175,118,5216785,Timothy Taylor,Person,"Mister chair, members, good morning or good afternoon. Tim Taylor. I'm the policy director for the National Federation of Independent Business. Small businesses are the foundation of California's economy, and the people who power those businesses, our hourly wage earners and working families are under real pressure. There's one issue I think that everybody in this building, regardless the party agrees on, and that's affordability."
279175,119,5216786,Timothy Taylor,Person,"It's not a talking point. It is a defining economic challenge facing California today. Housing costs, energy costs, prices of gasoline at the pump continue to rise, putting real strain on working families. For many workers, overtime is not optional. It is essential."
279175,120,5216787,Timothy Taylor,Person,"It is how they stay afloat and provide for their families. This is why this bill is so important. AB 2336 takes a simple, commonsensical approach to affordability. It allows workers to keep more of what they earn, especially when they put in extra hours. When someone works overtime, often in physically demanding jobs, they should not see that effort significantly diminished by taxes."
279175,121,5216788,Timothy Taylor,Person,"Letting workers keep more of their overtime pay is not just fair, it directly improves affordability for the working middle class. And when people keep more of their earnings, they do not put it under a mattress. They spend it in their communities. They save it. They invest invest it, and sometimes they even take a monumental step to create a small business themselves."
279175,122,5216789,Timothy Taylor,Person,"That is how local economies grow from the ground up. This is not static math. It's dynamic. Incentives matter, and AB 2336 gets the incentives right. And at a time when California is potentially projected to lose multiple congressional seats in twenty twenty thirty, as earners leave for more affordable states, we should be doing everything we can to keep hardworking Californians here."
279175,123,5216790,Timothy Taylor,Person,"Policies like AB 2336 send the right message that hard work is valued and that effort is rewarded. I wanna thank the assembly member for authoring this bill and focusing on real affordability solutions for working families. For these reasons, NFIB recommends an aye vote. Thank you very much."
279175,124,5216791,Mike Gipson,Legislator,Thank you very much. Next witness.
279175,125,5216792,Scott Kaufman,Person,"Good afternoon, chair and members. I'm, again, for the record, Scott Kaufman, the legislative director for the Howard Jarvis Taxpayers Association. We are here in strong support of Assembly Bill 2336. AB 2336 will provide tax relief and directly put money back into the pockets of everyday Californians by exempting the first 25,000 of overtime pay and retirement pensions from taxation."
279175,126,5216793,Scott Kaufman,Person,"For retirees and hourly employees like truck drivers, plumbers, and others, this bill isn't just about a tax exemption, it's about the ability to continue to afford life in California. Currently, taxing this overtime pay and retirement pensions is a penalty. When employees take on extra hours to cover the right rising cost of gas, groceries, and utilities, and a significant portion of that extra effort is heavily taxed. AB 2336 fixes this by exempting the first 25,000 of overtime and pension income. We are telling hard working employees that their extra efforts belong back in the pocket of their families, not the state."
279175,127,5216794,Scott Kaufman,Person,We believe that the best way to support Californians is to let them keep more of what they earn.
279175,128,5216795,Scott Kaufman,Person,"AB 2336 is a step in the right direction to provide direct, targeted, and necessary relief against the rising cost of living. We we we respectfully ask for your aye vote at the appropriate time."
279175,129,5216796,Mike Gipson,Legislator,"Thank you very much. Anyone in the room wishing to speak in support of Assembly Bill twenty three thirty six, should you please line up? I don't see anybody rushing to the microphone. Okay? Anyone wishing to primary opposition to this bill, would you please come have a seat at the table? Primary opposition to AB 2336. We invite you to the table."
279175,130,5216797,Danielle Kando-Kaiser,Person,"Chair and members, I'll be very brief. Danny Kando-Kaiser on behalf of, my colleagues, the California Teachers Association, who are members of the California Tax Reform Association, respectfully opposed AB 2336 as part of a larger, set of bills that are gonna be coming in front of this committee that represent about $94,000,000,000 in losses to the general fund. So we do ask for a no vote."
279175,131,5216798,Mike Gipson,Legislator,"Thank you very much. Anyone in the room wishing to speak in opposition to Assembly Bill twenty three thirty six, Please come line up. Hearing and seeing none, wanna bring it back to the committee. Any questions of committee members? I have one one question to the author."
279175,132,5216799,Mike Gipson,Legislator,"And I also agree with your comment putting more money back into the hands of Californians. I think we all wanna do that, and you talked about affordability, and also middle class. However, I noticed in the bill that there is no particular is there a particular reason why you didn't put income limitation in this bill? So it's open for anyone?"
279175,133,5216800,Alexandra Macedo,Legislator,No. But we'd be open to working with you on that.
279175,134,5216801,Mike Gipson,Legislator,"Okay. Because right now as a stand, anyone could."
279175,135,5216802,Alexandra Macedo,Legislator,"Right. We were trying to figure out what was going to be the sweet spot of this. And we really wanna keep money in the pockets of people that it's going to help with them affording everyday life, and they're also then able to spend that in their communities to help stimulate businesses and the economy. So we are very open on this bill to taking amendments that make it, more suitable to benefiting Californians."
279175,136,5216803,Mike Gipson,Legislator,"Okay. Thank you very much. With that, you may close if you wish."
279175,137,5216804,Alexandra Macedo,Legislator,Respectfully ask for your aye vote.
279175,138,5216805,Mike Gipson,Legislator,"Thank you very much. This bill will refer to our suspense file. Thank you. Witnesses are coming, and thank you for coming as well."
279175,139,5216806,Alexandra Macedo,Legislator,"You very much, mister chair."
279175,140,5216808,Rebecca Bauer-Kahan,Legislator,It's so good to see you too.
279175,141,5216807,Mike Gipson,Legislator,Thank you.
279175,142,5216809,Mike Gipson,Legislator,"So we're looking for authors. We have some authors that's on our committee. Let me see in order. Yes. So we're gonna go to file item number eight. AB2205, worked silver."
279175,143,5216810,Mike Gipson,Legislator,And then McKenna and then Rodriguez if we don't have any other authors. Okay. So let me get those pages.
279175,144,5216811,Unidentified Speaker,Person,Hello?
279175,145,5216812,Unidentified Speaker,Person,Hi.
279175,146,5216813,Mike Gipson,Legislator,You may commence when ready.
279175,147,5216814,Sharon Quirk-Silva,Legislator,"Good afternoon, mister chair and members. Today, I present AB 2205, which reinstates California's new employment credit. This credit has been a key tool to help businesses create full time jobs in communities with high unemployment and poverty. Originally in place from 2014 through 2025, the new employment credit helped drive job creation and economic investment in areas that need it most. However, the credit expired at the end of last year."
279175,148,5216815,Sharon Quirk-Silva,Legislator,"Without it, businesses have lost a targeted incentive to hire and expand in underserved communities. AB 2205 simply brings this program back. It extends the credit for future tax years without changing how it works. This allows businesses to continue hiring full time workers while investing in communities that often face barriers to economic opportunity. The program also supports individuals who face challenges entering the workforce, including veterans, individuals who have been unemployed, and those receiving public assistance."
279175,149,5216816,Sharon Quirk-Silva,Legislator,"By restoring this credit, we are supporting job growth, strengthening local economies, and creating pathways to stable employment. With me today to testify and support and answer any questions is John Stump, CEO of Flint Builders Incorporated, and Don Papi Papi Yep. On behalf of the California Manufacturers and Technology Association."
279175,150,5216817,Mike Gipson,Legislator,Thank you very much. Two minutes. Don or either Jennifer Lopez at first.
279175,151,5216818,Dawn Sanders-Koepke,Person,"Great. Thank you, mister chair. Members, Dawn Koepke on behalf of the California Manufacturers and Technology Association. Sorry. Ran down the stairs from another hearing."
279175,152,5216819,Dawn Sanders-Koepke,Person,"And strong support of a v twenty two zero five and the reinstatement of California's new employment credit. As you know, CMTA works closely with manufacturers and other employers across the state, many of which operate in designated geographic areas, communities that need economic investment the most. We've seen firsthand how the new employment credit has made the real difference in these communities."
279175,153,5216820,Dawn Sanders-Koepke,Person,"This credit doesn't just encourage hiring, it enables businesses to create new jobs, invest in workforce training, and provide meaningful long term opportunities to individuals who often face barriers to employment. Amid significant cost pressures across the board, many businesses are reconsidering potential expansion, slowing hiring, and reducing investments in their workforce."
279175,154,5216821,Dawn Sanders-Koepke,Person,"These impacts do not just affect businesses. They will be felt most in the very communities this program is designed to support. With mounting concerns over unemployment in the state and affordability challenges for Californians, what better way to incentivize businesses to hire new staff than this bill? At its core, a d twenty two zero five is not just about tax policy."
279175,155,5216822,Dawn Sanders-Koepke,Person,"It's about sustaining and further bolstering economic growth and supporting employers, particularly manufacturers, and ultimately creating pathways to unemployment to employment for Californians who need such opportunities the most. For these reasons, we are pleased to support AB 2205 and respectfully urge your aye vote."
279175,156,5216823,Mike Gipson,Legislator,"Thank you very much. Next witness, two minutes, please."
279175,157,5216824,John Stump,Person,"Mister chairman, many members, thank you. My name is John Stump. I'm the president of Flint. We're a general contractor here in Sacramento, and we build primarily new schools, k through 12 schools, community colleges, and higher education. We also do health care, mental health facilities."
279175,158,5216825,John Stump,Person,"This particular, bill or or incentive expired in December, 2025, but it has been an important tool in helping us expand our company from Sacramento to the Bay Area and now into Southern California. During that time, we added more than a 100 self performed construction workers to our payroll. In addition, we supported hundreds of millions of dollars in construction payroll through subcontractors who help us deliver the projects we built."
279175,159,5216826,John Stump,Person,"Over the years, Flynn has used the NEC to help recruit young people into the construction industry from our regional high schools and community colleges. And regional high schools and community colleges."
279175,160,5216827,John Stump,Person,"As you probably know, that's not easy these days. It's a it's vital for California to attract and retain this workforce because without enough skilled people entering the trades, the cost of construction will continue to rise, and project timelines will continue to stretch. Continue to rise and project timelines will continue to stretch. Without tools like the NEC, California businesses face greater pressure, and I believe we will continue losing workers an opportunity to lower cost dates."
